dataset,subject,sess,trial,eeg_path,stimuli,speaker,sr,onset,dur,lens,split,sti_feature_path
KUL,3,6,6,ROOT/KUL_eeg/eeg/S3Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,3,7,7,ROOT/KUL_eeg/eeg/S3Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,3,8,8,ROOT/KUL_eeg/eeg/S3Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,4,1,1,ROOT/KUL_eeg/eeg/S4Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,4,2,2,ROOT/KUL_eeg/eeg/S4Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,4,3,3,ROOT/KUL_eeg/eeg/S4Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,4,4,4,ROOT/KUL_eeg/eeg/S4Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,4,5,5,ROOT/KUL_eeg/eeg/S4Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,4,6,6,ROOT/KUL_eeg/eeg/S4Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,4,7,7,ROOT/KUL_eeg/eeg/S4Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,4,8,8,ROOT/KUL_eeg/eeg/S4Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,5,1,1,ROOT/KUL_eeg/eeg/S5Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,5,2,2,ROOT/KUL_eeg/eeg/S5Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,5,3,3,ROOT/KUL_eeg/eeg/S5Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,5,4,4,ROOT/KUL_eeg/eeg/S5Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,5,5,5,ROOT/KUL_eeg/eeg/S5Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,5,6,6,ROOT/KUL_eeg/eeg/S5Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,5,7,7,ROOT/KUL_eeg/eeg/S5Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,5,8,8,ROOT/KUL_eeg/eeg/S5Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,6,1,1,ROOT/KUL_eeg/eeg/S6Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,6,2,2,ROOT/KUL_eeg/eeg/S6Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,6,3,3,ROOT/KUL_eeg/eeg/S6Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,6,4,4,ROOT/KUL_eeg/eeg/S6Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,6,5,5,ROOT/KUL_eeg/eeg/S6Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,6,6,6,ROOT/KUL_eeg/eeg/S6Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,6,7,7,ROOT/KUL_eeg/eeg/S6Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,6,8,8,ROOT/KUL_eeg/eeg/S6Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,7,1,1,ROOT/KUL_eeg/eeg/S7Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,7,2,2,ROOT/KUL_eeg/eeg/S7Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,7,3,3,ROOT/KUL_eeg/eeg/S7Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,7,4,4,ROOT/KUL_eeg/eeg/S7Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,7,5,5,ROOT/KUL_eeg/eeg/S7Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,7,6,6,ROOT/KUL_eeg/eeg/S7Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,7,7,7,ROOT/KUL_eeg/eeg/S7Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,7,8,8,ROOT/KUL_eeg/eeg/S7Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,8,1,1,ROOT/KUL_eeg/eeg/S8Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,8,2,2,ROOT/KUL_eeg/eeg/S8Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,8,3,3,ROOT/KUL_eeg/eeg/S8Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,8,4,4,ROOT/KUL_eeg/eeg/S8Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,8,5,5,ROOT/KUL_eeg/eeg/S8Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,8,6,6,ROOT/KUL_eeg/eeg/S8Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,val,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,8,7,7,ROOT/KUL_eeg/eeg/S8Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,8,8,8,ROOT/KUL_eeg/eeg/S8Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,9,1,1,ROOT/KUL_eeg/eeg/S9Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,9,2,2,ROOT/KUL_eeg/eeg/S9Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,9,3,3,ROOT/KUL_eeg/eeg/S9Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,val,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,9,4,4,ROOT/KUL_eeg/eeg/S9Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,9,5,5,ROOT/KUL_eeg/eeg/S9Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,9,6,6,ROOT/KUL_eeg/eeg/S9Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,9,7,7,ROOT/KUL_eeg/eeg/S9Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,9,8,8,ROOT/KUL_eeg/eeg/S9Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,10,1,1,ROOT/KUL_eeg/eeg/S10Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,10,2,2,ROOT/KUL_eeg/eeg/S10Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,10,3,3,ROOT/KUL_eeg/eeg/S10Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,10,4,4,ROOT/KUL_eeg/eeg/S10Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,10,5,5,ROOT/KUL_eeg/eeg/S10Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,10,6,6,ROOT/KUL_eeg/eeg/S10Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,10,7,7,ROOT/KUL_eeg/eeg/S10Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,val,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,10,8,8,ROOT/KUL_eeg/eeg/S10Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,11,1,1,ROOT/KUL_eeg/eeg/S11Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,11,2,2,ROOT/KUL_eeg/eeg/S11Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,11,3,3,ROOT/KUL_eeg/eeg/S11Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,11,4,4,ROOT/KUL_eeg/eeg/S11Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,11,5,5,ROOT/KUL_eeg/eeg/S11Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,11,6,6,ROOT/KUL_eeg/eeg/S11Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,11,7,7,ROOT/KUL_eeg/eeg/S11Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,11,8,8,ROOT/KUL_eeg/eeg/S11Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,12,1,1,ROOT/KUL_eeg/eeg/S12Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,12,2,2,ROOT/KUL_eeg/eeg/S12Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,12,3,3,ROOT/KUL_eeg/eeg/S12Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,12,4,4,ROOT/KUL_eeg/eeg/S12Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,12,5,5,ROOT/KUL_eeg/eeg/S12Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,12,6,6,ROOT/KUL_eeg/eeg/S12Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,12,7,7,ROOT/KUL_eeg/eeg/S12Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,12,8,8,ROOT/KUL_eeg/eeg/S12Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,13,1,1,ROOT/KUL_eeg/eeg/S13Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,13,2,2,ROOT/KUL_eeg/eeg/S13Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,13,3,3,ROOT/KUL_eeg/eeg/S13Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,13,4,4,ROOT/KUL_eeg/eeg/S13Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,13,5,5,ROOT/KUL_eeg/eeg/S13Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,13,6,6,ROOT/KUL_eeg/eeg/S13Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,13,7,7,ROOT/KUL_eeg/eeg/S13Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
KUL,13,8,8,ROOT/KUL_eeg/eeg/S13Tra8.npy,ROOT/KUL_eeg/audio_8k/part4_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part4_track2_dry.npy
KUL,14,1,1,ROOT/KUL_eeg/eeg/S14Tra1.npy,ROOT/KUL_eeg/audio_8k/part1_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track1_dry.npy
KUL,14,2,2,ROOT/KUL_eeg/eeg/S14Tra2.npy,ROOT/KUL_eeg/audio_8k/part2_track1_dry.wav,KUL_spk-01,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track1_dry.npy
KUL,14,3,3,ROOT/KUL_eeg/eeg/S14Tra3.npy,ROOT/KUL_eeg/audio_8k/part3_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track1_dry.npy
KUL,14,4,4,ROOT/KUL_eeg/eeg/S14Tra4.npy,ROOT/KUL_eeg/audio_8k/part4_track1_dry.wav,KUL_spk-00,128,0.0,360.0,46080,test,ROOT/KUL_eeg/stimuli_feats/part4_track1_dry.npy
KUL,14,5,5,ROOT/KUL_eeg/eeg/S14Tra5.npy,ROOT/KUL_eeg/audio_8k/part1_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part1_track2_dry.npy
KUL,14,6,6,ROOT/KUL_eeg/eeg/S14Tra6.npy,ROOT/KUL_eeg/audio_8k/part2_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part2_track2_dry.npy
KUL,14,7,7,ROOT/KUL_eeg/eeg/S14Tra7.npy,ROOT/KUL_eeg/audio_8k/part3_track2_dry.wav,KUL_spk-02,128,0.0,360.0,46080,train,ROOT/KUL_eeg/stimuli_feats/part3_track2_dry.npy
